total_spent,avg_transaction,frequency,electronics_ratio,clothing_ratio,groceries_ratio,age,location,customer_segment
6914.105625945748,70.91945390090959,8.472138974918915,0.6648723591286753,0.20914404849081172,0.12598359238051302,44.92574669119896,1.0,Loyal Tech Enthusiasts
9780.6476856145,97.54159307382359,8.396504563107097,0.6623277919228475,0.39372278659120935,-0.056050578514056676,25.754436302239988,1.0,Loyal Tech Enthusiasts
8780.645373670313,85.24541946095489,8.22869601271918,0.6313352485760793,0.2897355787083116,0.07892917271560915,30.231265875555344,1.0,Loyal Tech Enthusiasts
8226.846422881104,58.97500491929323,11.867252612399835,0.6095131908788443,0.2871408699643861,0.10334593915676964,26.26697994135424,0.0,Loyal Tech Enthusiasts
5888.7646592171795,43.34947913947936,10.78935084021417,0.754306063525122,0.3956237681213357,-0.14992983164645768,36.6865579692046,1.0,Loyal Tech Enthusiasts
5905.513907826552,52.73019728321743,9.833939919241176,0.6060256115363343,0.1959175206601652,0.19805686780350057,41.613695124354344,1.0,Loyal Tech Enthusiasts
4852.4976408277535,52.61413809659104,8.592754065851484,0.7432910986991003,0.35152467930038206,-0.0948157779994824,28.999888876343714,0.0,Loyal Tech Enthusiasts
9344.782519454675,76.27559022560153,10.000234452467343,0.6781443983166073,0.32513938090773603,-0.003283779224343259,44.75139187861778,0.0,Loyal Tech Enthusiasts
8138.290943070195,64.93554064561903,9.761131385767223,0.705262166416985,0.34546379874657,-0.05072596516355519,24.250257949363338,0.0,Loyal Tech Enthusiasts
8742.11586593079,84.24058791297843,8.868318566335336,0.60709950533073,0.35046929413194794,0.04243120053732211,44.178336575082234,0.0,Loyal Tech Enthusiasts
4911.296822062935,42.43876240522159,9.513519020891449,0.6556504715707727,0.544050042552973,-0.1997005141237456,32.482114516485105,1.0,Loyal Tech Enthusiasts
9667.143414321248,85.64811323188039,9.386192521149237,0.7967231893243931,0.24386112880769178,-0.040584318132084886,28.470444388903456,1.0,Loyal Tech Enthusiasts
9003.316270791951,75.04754819791697,10.283859803882102,0.763990301156815,0.2450625106842864,-0.009052811841101384,34.94110855332641,1.0,Loyal Tech Enthusiasts
6210.161714978685,46.87199074448033,11.000476087670561,0.5994962715403088,0.26287256034074946,0.13763116811894163,28.469554023843443,0.0,Loyal Tech Enthusiasts
6195.277659058029,60.09014459088965,7.085932479569908,0.751296991856643,0.24961679942019518,-0.0009137912768382223,29.507573850212854,1.0,Loyal Tech Enthusiasts
5804.247622775165,51.87616628598274,9.632971011025042,0.7464351510066499,0.23942234265835685,0.014142506334993147,29.67977489598851,1.0,Loyal Tech Enthusiasts
6772.512830205943,53.223745706678024,10.515093547997457,0.543287766359307,0.44074812651246587,0.015964107128227187,40.3933081684336,1.0,Loyal Tech Enthusiasts
7657.9583294049135,64.73576549291445,9.440977064396138,0.7508266754589087,0.4582887391164127,-0.20911541457532154,35.556373437927554,1.0,Loyal Tech Enthusiasts
7125.325849867072,51.73989655922651,11.531279739330026,0.6164097356103571,0.24270022984586256,0.1408900345437804,29.780661436391124,1.0,Loyal Tech Enthusiasts
6397.639750216899,50.728223147152605,10.796550586411895,0.7776448997834989,0.21182952372261105,0.010525576493889978,39.03073195597358,0.0,Loyal Tech Enthusiasts
