total_spent,avg_transaction,frequency,electronics_ratio,clothing_ratio,groceries_ratio,age,location
7996.714153011233,64.3373746631792,10.357787360348283,0.010495985458418122,0.2136506395035066,0.7758533750380753,24.872325875384277,1
7361.735698828816,58.090189547061165,10.560784526368234,0.035639299529377486,0.2968796511060916,0.6674810493645309,32.83221993926723,1
8147.688538100692,61.2623753102128,11.083051243175277,0.1775024348078298,0.30180168720444467,0.5206958779877255,23.11370118500058,1
9023.029856408026,68.02357697026494,11.053802052034904,0.3349629951798751,0.34726303458434055,0.3177739702357843,30.380577055414395,1
7265.846625276664,70.22315016811132,8.622330632042909,0.43969751249644373,0.16331416367191734,0.39698832383163896,6.5957799956932135,1
7265.863043050819,66.81493014511723,9.062174960084878,0.0,0.3592567273847331,0.6407432726152669,38.19940561059408,1
9079.212815507391,71.9542111587989,10.51503526720866,0.14842280763743007,0.029560836839722437,0.8220163555228475,35.01808213043336,1
8267.434729152908,65.52852581484218,10.513785950912208,0.06783289576639204,0.23701154476361896,0.695155559469989,22.74367053397714,1
7030.525614065048,55.71797218460739,10.515047686306048,0.10938225512384661,0.2511726157548455,0.6394451291213079,44.88868502648607,1
8042.560043585965,48.381312914181144,13.85273149065472,0.0,0.3633326826071238,0.6366673173928762,49.06355206439838,1
7036.5823071875375,55.47137758537279,10.570890510693166,0.3317703607814291,0.3022630852676869,0.365966553950884,10.886602034465387,1
7034.270246429744,52.64116849954394,11.135565640180598,0.3469883815391511,0.15944369461437133,0.4935679238464775,23.559128321506787,0
7741.962271566034,58.89751860189238,10.954001763493203,0.08665499560966974,0.20150068741829846,0.7118443169720319,23.462864753190527,1
5586.719755342202,43.70884221859517,10.651391251305798,0.10127364665503058,0.31986800095474066,0.5788583523902288,20.90145348336703,0
5775.082167486968,49.69233109802737,9.684730755359654,0.0,0.29209326581354433,0.7079067341864557,47.44212262897623,1
6937.712470759027,53.73588250400066,10.758969220493267,0.23291180591785215,0.24208758903642535,0.5250006050457225,32.09260791840795,1
6487.168879665576,58.587532934839224,9.227174785462427,0.0,0.2519166210488021,0.7480833789511979,31.032277380340837,1
7814.247332595274,66.6982668339871,9.763181393259991,0.11736379484995613,0.36961679971592887,0.513019405434115,4.942064533898698,1
6591.975924478789,57.73539848856355,9.514636452170896,0.0,0.24823074271307852,0.7517692572869215,44.5312704531384,0
6087.696298664709,50.31882146860497,10.081874139386322,0.34106283921911296,0.29119087559709267,0.3677462851837944,16.41112407719791,0
8965.648768921554,60.67057347672365,12.314658566673508,0.21103628043393372,0.5169936588080543,0.271970060758012,35.89898945399492,1
